time,servo_0,servo_1,servo_2,servo_3,servo_4,servo_5,servo_6
0.13324642181396484,0.0,-1.5679117212985114,1.5679117212985114,0.0,0.0,0.0,0.0
0.13358616828918457,0.0,-1.5679011352487198,1.5679011352487198,0.0,0.0,0.0,0.0
0.13463687896728516,0.0,-1.5678682296197919,1.5678682296197919,0.0,0.0,0.0,0.0
0.1356661319732666,0.0,-1.5678357515261294,1.5678357515261294,0.0,0.0,0.0,0.0
0.13669371604919434,0.0,-1.5678030848235387,1.5678030848235387,0.0,0.0,0.0,0.0
0.13764452934265137,0.0,-1.5677726439882989,1.5677726439882989,0.0,0.0,0.0,0.0
0.1386580467224121,0.0,-1.5677399685302615,1.5677399685302615,0.0,0.0,0.0,0.0
0.1396477222442627,0.0,-1.5677078356395397,1.5677078356395397,0.0,0.0,0.0,0.0
0.14065957069396973,0.0,-1.567674751954281,1.567674751954281,0.0,0.0,0.0,0.0
0.1416471004486084,0.0,-1.5676422383837345,1.5676422383837345,0.0,0.0,0.0,0.0
0.14263629913330078,0.0,-1.567609447095904,1.567609447095904,0.0,0.0,0.0,0.0
0.14363670349121094,0.0,-1.5675760576622855,1.5675760576622855,0.0,0.0,0.0,0.0
0.14463400840759277,0.0,-1.56754254484729,1.56754254484729,0.0,0.0,0.0,0.0
0.14566993713378906,0.0,-1.5675074944200802,1.5675074944200802,0.0,0.0,0.0,0.0
0.1466383934020996,0.0,-1.5674745060545379,1.5674745060545379,0.0,0.0,0.0,0.0
0.14764928817749023,0.0,-1.5674398445362339,1.5674398445362339,0.0,0.0,0.0,0.0
0.14863967895507812,0.0,-1.5674056607009184,1.5674056607009184,0.0,0.0,0.0,0.0
0.14968609809875488,0.0,-1.5673693007679081,1.5673693007679081,0.0,0.0,0.0,0.0
0.15065550804138184,0.0,-1.5673353946376989,1.5673353946376989,0.0,0.0,0.0,0.0
0.15168237686157227,0.0,-1.56729924598596,1.56729924598596,0.0,0.0,0.0,0.0
0.15264415740966797,0.0,-1.567265171449778,1.567265171449778,0.0,0.0,0.0,0.0
0.15366697311401367,0.0,-1.5672287041162458,1.5672287041162458,0.0,0.0,0.0,0.0
0.1549537181854248,0.0,-1.5671824894785118,1.5671824894785118,0.0,0.0,0.0,0.0
0.15567612648010254,0.0,-1.5671563788842489,1.5671563788842489,0.0,0.0,0.0,0.0
0.1568617820739746,0.0,-1.5671132682456257,1.5671132682456257,0.0,0.0,0.0,0.0
0.15918946266174316,0.0,-1.5670277065456673,1.5670277065456673,0.0,0.0,0.0,0.0
0.160844087600708,0.0,-1.566966138908149,1.566966138908149,0.0,0.0,0.0,0.0
0.16162776947021484,0.0,-1.5669367622336068,1.5669367622336068,0.0,0.0,0.0,0.0
0.16277027130126953,0.0,-1.5668936859935685,1.5668936859935685,0.0,0.0,0.0,0.0
0.16367435455322266,0.0,-1.566859389634615,1.566859389634615,0.0,0.0,0.0,0.0
0.16488933563232422,0.0,-1.5668130082261675,1.5668130082261675,0.0,0.0,0.0,0.0
0.16566181182861328,0.0,-1.56678334570096,1.56678334570096,0.0,0.0,0.0,0.0
0.16672229766845703,0.0,-1.5667424041405995,1.5667424041405995,0.0,0.0,0.0,0.0
0.16765904426574707,0.0,-1.5667060283427752,1.5667060283427752,0.0,0.0,0.0,0.0
0.16871380805969238,0.0,-1.566664832461639,1.566664832461639,0.0,0.0,0.0,0.0
0.16965627670288086,0.0,-1.5666278099742312,1.5666278099742312,0.0,0.0,0.0,0.0
0.1707296371459961,0.0,-1.5665854015359302,1.5665854015359302,0.0,0.0,0.0,0.0
0.1716761589050293,0.0,-1.5665477887868795,1.5665477887868795,0.0,0.0,0.0,0.0
0.1727302074432373,0.0,-1.5665056653247913,1.5665056653247913,0.0,0.0,0.0,0.0
0.17408967018127441,0.0,-1.5664509665282556,1.5664509665282556,0.0,0.0,0.0,0.0
